 ,DF,TEST,Thema / Kategorie,Name Intent / Problem,Eltern-Intent,Grundlegende Fragestellungen,Alternative Frageformulierungen (Training Phrases),Antwort (Textform),Antwort (Verweis / URL),Quelle,Kommentare
130,FALSE,FALSE,HdM VPN,VPN_Install,,Wie installiere ich VPN?,"Wie kann man VPN installieren?
VPN für Windows installieren?","Eine Anleitung zur Installation von VPN für Windows gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf, für MacOS gibt es hier eine Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf ","https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf, https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf ",,Link geändert
131,FALSE,TRUE,HdM VPN,VPN_Installationsdatei,,Wo finde ich die Installationsdatei für VPN?,"Wo ist die Installtionsdatei für VPN?
Gib mir den Link zur Installationsdatei von OpenVPN",Für Windows 10 kannst Du die Installationsdatei unter dem folgenden Link herunterladen: https://www.hdm-stuttgart.de/intranet/services/iz-it/openvpn/dl/openvpn-hdm-vpn-UDP4-1194-install-2.4.7-I603.exe,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,Fehlen noch die Antworten in Dialogflow
132,FALSE,FALSE,HdM VPN,VPN_Install_Admin,,Was muss ich angeben bei der Frage nach Administratorrechten?,"Welche Angaben muss ich machen um Admin Rechte zu bekommen?
Was muss ich tun, wenn ich keine Administratorrechte habe?","Solltest Du keine administrativen Rechte haben, wende Dich bitte an den zuständigen IT-Beauftragten. Dafür kannst Du hier nachschauen wer das ist: https://www.hdm-stuttgart.de/intranet/services/it/ansprechpartner_bei_it_problemen ",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
133,FALSE,FALSE,HdM VPN,VPN_Install__AdminPasswort,,Woher bekomme ich ein Administratorpasswort?,"WIe bekomme ich das Admin Passwort?
An wen muss ich mich für das Admin Passwort wenden?","Normalerweise wird Dein Notebook Administratorrechte zur Installation erfragen. Solltest Du keine administrativen Rechte haben, wende dich bitte an den für dich zuständigen IT-Beauftragten. Wer das ist kannst Du hier nachschauen: https://www.hdm-stuttgart.de/intranet/services/it/ansprechpartner_bei_it_problemen ",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,Fehlen noch die Antworten in Dialogflow
134,FALSE,FALSE,HdM VPN,VPN_Install_Vorgehensweise,,Wie muss ich bei der Installation von VPN vorgehen?,"Was muss ich bei der Installation beachten?
Wie richte ich das VPN ein?",Hier findest Du eine Anleitung zur Installation unter Windows: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/HdMVPN_installieren-einrichten.pdf und hier eine für MacOS: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf ,"https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf, https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf ",,
135,FALSE,FALSE,HdM VPN,VPN_Config,,Müssen bestimmte Einstellungen für VPN vorgenommen werden?,"Welche Einstellungen muss ich für VPN vornehmen?
Wie muss ich die VPN konfigurieren?",Schau doch für Windows mal hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf oder hier für MacOS: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf ,"https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf, https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf ",,
136,FALSE,FALSE,HdM VPN,VPN_Config_TAP,,Muss ich den TAP-Netzwerkadapter installieren?,"Wie kann ich den TAP-Netzwerkadapter installieren?
TAP-Netzwerkadapter einrichten?",Informationen dazu findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,Link geändert
137,FALSE,FALSE,HdM VPN,VPN_OPENVPN,,Wie benutze ich OpenVPN?,"Wie verwende ich OpenVPN
Einrichtung von OpenVPN?

",Unter diesem Link findest Du Informationen zum Thema: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,Link geändert
138,FALSE,FALSE,HdM VPN,VPN_OPENVPN_at,,"Was muss ich nach der Installation tun, um OpenVPN zu nutzen?","Wie muss ich OpenVPN konfigurieren?
Was muss ich nach der Installation beachten?",Hier findest Du Infos zum Thema: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,Link geändert
139,FALSE,FALSE,HdM VPN,VPN_Config_find,,Wo finde ich das Konfigurationspaket?,"Wo kann ich das Konfigurationspaket herunterladen?
Wo ist der Link um das Konfigurationspaket herunterzuladen?",Das VPN-Konfigurationspaket findest Du bei den IT-Anleitungen (https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender). Klicke dort auf die Anleitung für dein Betriebssystem; dort ist das Paket verlinkt.,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,Link geändert
140,FALSE,TRUE,HdM VPN,VPN_Config_version,,Welche Version von OpenVPN brauche ich?,"Funktioniert meine Version von OpenVPN noch?
Warum geht mein VPN nicht?","Um sich mit der HdM-VPN verbinden zu können, wird mindestens Version 2.4.x von OpenVPN benötigt.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
141,FALSE,TRUE,HdM VPN,VPN_Config_dl,,Wo muss ich den Download des Konfigurationspaketes speichern?,"In welchen Ordner kommt das Konfigurationspaket?
Wo lege ich das Konfigurationspaket ab?","Der Inhalt des Konfigurationspakets muss im folgenden Ordner liegen, um richtig zu funktionieren: „C:\Programme\OpenVPN\config“",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
142,FALSE,FALSE,HdM VPN,VPN_Config_save,,"Ich kann die Dateien nicht abspeichern, was muss ich tun?","Warum kann ich die Dateien nicht abspeichern?
Probleme beim Abspeichern der Konfigdatei",Das Speichern ist nur mithilfe von administrativen Rechten möglich.,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
143,FALSE,TRUE,HdM VPN,VPN_Install_start,,Wie muss ich beim Starten des Programms vorgehen?,"Was muss ich beim Starten von OpenVPN beachten?
Ausführung OpenVPN?","OpenVPN muss erstmalig mit administrativen Rechten ausgeführt werden. Wenn Du die Rechte nicht hast, wende Dich bitte an Deinen IT-Beauftragten.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
144,FALSE,FALSE,HdM VPN,VPN_Info,,Wer ist der zuständige IT-Verantwortlicher?,"An wen muss ich mich bei Fragen oder Problemen wenden?
Hilfe bei weiteren Fragen?",Hier ist eine Übersicht der aktuellen IT-Verantwortlichen zu finden: https://www.hdm-stuttgart.de/intranet/services/it/ansprechpartner_bei_it_problemen ,https://www.hdm-stuttgart.de/intranet/services/it/ansprechpartner_bei_it_problemen,,Link geändert
145,FALSE,TRUE,HdM VPN,VPN_Config_show_icon,,"Was muss ich tun, damit das OpenVPN-Icon angezeigt wird?","Wie kann ich mir das OpenVPN-Icon anzeigen lassen?
Icon anzeigen lassen","Falls das OpenVPN-Icon nicht neben der Uhr angezeigt wird, muss auf den Pfeil geklickt werden, der nach oben zeigt. Dort ist das Icon zu sehen.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
146,FALSE,TRUE,HdM VPN,VPN_Start,,Wie starte ich OpenVPN?,"Wie öffne ich OpenVPN?
Wie verbinde ich mich mit OpenVPN?","Klicke mit der rechten Maustaste auf das OpenVPN-Icon und wähle den Punkt ""Verbinden"" aus.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
147,FALSE,TRUE,HdM VPN,VPN_Start__2,,Was muss beim Starten von OpenVPN beachtet werden?,"Muss ich beim Start von OpenVPN auf etwas bestimmtes achten?
Muss ich beim Öffnen von OpenVPN auf etwas aufpassen?","Es ist zu beachten, dass der erste Start von OpenVPN mit administrativen Rechten geschehen muss.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
148,FALSE,TRUE,HdM VPN,VPN_Config_pw,,Welches Passwort muss ich verwenden nach dem Starten des Programms?,"GIlt das Intranet Passwort auch für die OpenVPN?
Welches Passwort brauch ich für die OpenVPN?","Benutze das Passwort, das Du auch für die Anzeige deiner HdM-Mails benutzt. Speichere es nicht in OpenVPN!",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
149,FALSE,TRUE,HdM VPN,VPN_Firewall,,Muss ich die Freigabe der Firewall bestätigen?,"Muss ich meine Firewall abschalten, um VPN nutzen zu können? 
Muss ich für VPN meine Firewall ausschalten?","Du musst bei der Firewall ""Zugriff zulassen"" auswählen.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
150,FALSE,TRUE,HdM VPN,VPN_Info_2connect,,"Was passiert, wenn ich mich mehrfach verbunden habe?","Ich habe mich mehrfach verbunden, wo sind meine anderen Verbindungen?
Kann ich mehrere Verbindungen gleichzeitig haben?","Mit VPN ist nur eine Verbindung gleichzeitig möglich. Wenn man auf andere VPN-Netze zugreifen möchte, muss man sich von der aktiven Verbindung abmelden.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdMVPN_installieren-einrichten.pdf,,
151,FALSE,FALSE,HdM VPN,VPN_Programm,,Welche Programme kann ich ohne VPN nutzen?,"GIbt es Programme, die ich ohne VPN benutzen kann?
Anwendungen ohne VPN?",Du kannst alle Web Anwendungen ohne VPN benutzen.,,,
152,FALSE,FALSE,HdM VPN,VPN_Install_MAC,,"Wie installiere ich VPN?
Wie starte ich eine VPN Verbindung?",Wie installiere ich VPN bei einem Mac?,VPN-Verbindungen kannst Du bei einem Mac mit dem kostenlosen Programm Tunnelblick aufbauen. Eine Anleitung zur Installation gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,Link geändert
153,FALSE,TRUE,HdM VPN,VPN_Install_MAC_find,,Wo finde ich die Installationsdatei für Tunnelblick?,"Wo finde ich den Link für Tunnelblick?
Wo ist der Link zur Installation von Tunnelblick?",Das Installationspaket zu Tunnelblick findest Du auf der offiziellen Projektseite: https://tunnelblick.net/.,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
154,FALSE,TRUE,HdM VPN,VPN_Config_MAC,,Wie muss Tunnelblick konfiguriert werden?,"Gib mir bitte eine Anleitung zur Konfig von Tunnelblick.
Wie stelle ich Tunnelblick ein?",Die Anleitung zur Konfiguration von Tunnelblick findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
155,FALSE,TRUE,HdM VPN,VPN_Config_MAC_download,,Woher bekomme ich eine Konfigurationsdatei?,"Gibt es für einen Mac Konfigurationsdateien?
Gibt es für den Mac Dateien mit den benötigten Einstellungen?",Die Konfigurationsdateien bekommst Du bei deinem IT-Verantwortlichen oder nach einer entsprechenden Anfrage im Ticketsystem: https://otrs.hdm-stuttgart.de/otrs/customer.pl,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
156,FALSE,TRUE,HdM VPN,VPN_Config_MAC_signin,,Wie melde ich mich an?,"Wo kann ich mich an einem Mac anmelden?
Anmeldung über Tunnelblick?","Um Dich anzumelden, musst Du zunächst Tunnelblick öffnen und die Konfigurationspakete installieren. Danach kannst Du Dich dort mit Deinem HdM-Nutzernamen und Passwort anmelden.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
157,FALSE,TRUE,HdM VPN,VPN_Config_MAC_beachten,,Was muss ich bei der Anmeldung beachten?,"Was muss ich bei der Anmeldung unter MacOS beachten?
Verbindungsprobleme VPN Mac","Speicher Dein Passwort bitte nicht ab, da es sonst zu Verbindungsproblemen kommt und das ein hohes Sicherheitsrisiko darstellt. ",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
158,FALSE,TRUE,HdM VPN,VPN_Info_MAC_nutzung,,Was muss ich bei der Nutzung beachten?,"Was muss ich bei der Nutzung von OPN VPN unter MacOS beachten?
Installation VPN unter MacOS Catalina (10.15.)?",Bei der Nutzung musst Du mehrere Punkte beachten. Diese findest Du am Ende der Anleitung unter https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
159,FALSE,TRUE,HdM VPN,VPN_Info_MAC,,An wen muss ich mich bei Fragen/Problemen wenden?,"Wer ist mein IT Verantwortlicher?
Wer ist mein Ansprechpartner in der IT?",Deinen zuständigen IT-Verantwortlichen findest Du unter dem Link https://www.hdm-stuttgart.de/iz-it/it-verantwortliche,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/vpn_macosx_420.pdf,,
160,FALSE,FALSE,HdM VPN,VPN_Home_Office,,Wie verbinde ich mich mit dem Netzwerk der HdM aus dem Home Office?,"Wie verbinde ich mich mit OpenVPN?
Aufbau VPN-Verbidnung im Home Office",Die Anleitung zum Aufbau der VPN-Verbindung zur HdM findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/homeoffice.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/homeoffice.pdf,,Link geändert
161,FALSE,TRUE,HdM VPN,VPN_Home_Office_ip,,Welche IP-Adresse muss ich angeben?,"Welche IP gebe ich an?
IP Adresse fürs VPN","Die Adresse wird das Schema„141.62.42.[999]“ haben, wobei [999] für den Rest der IP-Adresse Deines Computers steht.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/homeoffice.pdf,,
162,FALSE,TRUE,HdM VPN,VPN_Home_Office_signout,,Wie muss ich mich vom dienstlichen Desktop abmelden?,"Reicht es den dienstlichen Laptop herunterzufahren?
VPN Verbindung beenden",Zum Beenden der Verbindung musst Du Dich einfach nur bei Deinem dienstlichen Desktop abmelden. Fahre den dienstlichen Rechner niemals herunter!,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/homeoffice.pdf,,
164,FALSE,TRUE,HdM VPN,VPN_Home_Office_vid,,Was muss ich bei Videokonferenzen beachten?,"Was muss ich bei Zoom beachten, wenn ich VPN nutze?
Was muss ich bei VPN bei Online Meetings beachten?
",Für Videokonferenzen musst Du unbedingt die Remotedesktopverbindung und OpenVPN beenden.,https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/homeoffice.pdfpdf,,
165,FALSE,FALSE,HdM VPN,VPN_Home_Office_termin,,Wie kann ich wiederkehrende Termine erstellen?,"Wie kann ich Terminserien erstellen?
Wie kann ich sich wiederholende Termine erstellen?",,https://www.hdm-stuttgart.de/intranet/services/it/diy/pdf/homeoffice.pdf,,Anleitung nicht mehr vorhanden
166,FALSE,FALSE,HdM VPN,VPN_Home_Office_remote,,Wie stelle ich eine Remotedesktopverbindung mit MacOS her?,Wie stelle ich RDP  mit MAC OS her?,,,,Anleitung nicht mehr vorhanden
167,FALSE,TRUE,Windows/IT-Verantwortliche,Windows_installation_LTSB,,Wie kann man Updates für Windows LTSB einbinden?,"Wie kann man die Installationszeit von Windows LTSB reduzieren? 
Wie kann man Updates für Windows LTSB einrichten?
Wie kann ich Windows LTSB installieren?","Um die Installationszeit zu reduzieren, die vor allem durch die Downloadzeit der Updates der Microsoft-Produkte entsteht, besteht die Möglichkeit, in die Windows- und in die Office-Installationsdaten Updates bereits einzubinden. Hier findest Du eine Anleitung dazu: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/InstallationUpdateLTSB.pdf ",https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/InstallationUpdateLTSB.pdf,,
168,FALSE,TRUE,Windows/IT-Verantwortliche,Windows_Installation_LTSC,,Wie kann man Updates für Windows LTSC einbinden?,"Wie kann man die Installationszeit von Windows LTSC reduzieren? 
Wie kann man Updates für Windows LTSC einrichten?
Wie kann man Windows LTSC installieren?","Um die Installationszeit zu reduzieren, die vor allem durch die Downloadzeit der Updates der Microsoft-Produkte entsteht, besteht die Möglichkeit, in die Windows- und die Office-Installationsdaten Updates bereits einzubinden. Hier findest Du ein Anleitung dazu: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/InstallationUpdateLTSC.pdf ",https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/InstallationUpdateLTSC.pdf,,
169,FALSE,TRUE,Windows/IT-Verantwortliche,Windows_Installation_Office_2016,,Wie kann man Updates für die Installation von Office 2016 auf Windows einbinden?,"Wie kann man Office 2016 auf Windows installieren?
Wie kann man die Installationszeit von Office 2016 auf Windows reduzieren? ","Um die Installationszeit zu reduzieren, die vor allem durch die Downloadzeit der Updates der Microsoft-Produkte entsteht, besteht die Möglichkeit, in die Office-Installationsdaten Updates bereits einzubinden. Hier findest Du ein Anleitung dazu: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/InstallationUpdateOffice2016.pdf ",https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/InstallationUpdateOffice2016.pdf,,
170,FALSE,TRUE,Windows/IT-Verantwortliche,Windows_Netzwerkumstellung,,Wie kann ich schnell IP-Adressen auf Windows wechseln?,"Wie kann ich das Wechseln von IP-Adressen auf Windows automatisieren?
Wie kann ich die Netzwerkumstellung automatisieren?","Bei Computern, die in verschiedenen Netzwerksegmenten eingesetzt werden, kann es sinnvoll sein, die IP-Adressen schnell zu wechseln. Eine Anleitung für die Automatisierung der Netzwerkumstellung findest Du hier: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/Netzwerkumstellung.pdf",https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/Netzwerkumstellung.pdf,,
171,FALSE,TRUE,Windows/IT-Verantwortliche,Windows_Bootmedium_USB-Stick,,Wie kann ich meinen USB-Stick bootfähig machen?,"Wie kann ich mit einem USB-Stick ein Betriebssystem installieren?
Wie kann ich einen bootfähigen Datenträger erstellen","Um von einem USB-Stick ein Betriebssystem installieren zu können, muss dieser bootfähig sein, Im Folgenden wird das Prozedere unter Windows dazu erklärt: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/USBStick_bootfaehigmachen.pdf",https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/USBStick_bootfaehigmachen.pdf ,,
172,FALSE,TRUE,Drucker/Scanner,Setup_Kyocera_Scanner,,Wie kann ich einen Kyocera Scanner einrichten?,"Wie richte ich einen Kyocera Scanner ein? 
Wie kann ich über einen Kyocera Scanner scannen? 
Wie scanne ich mit einem Kyocera Scanner?",Für Details zur Einrichtung eines Kyocera Scanners gibts es hier eine Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/KyoceraScanner_Einrichtung.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/KyoceraScanner_Einrichtung.pdf,,letzte training phrase passt nicht dazu
173,FALSE,TRUE,Drucker/Scanner,Setup_Kyocera_AdobeAcrobat,,Wie kann ich einen Kyocera Scanner bei Adobe Acrobat auswählen?,"Wie kann ich mit Adobe Acrobat scannen?
Wie stelle ich einen Scanner bei Adobe Acrobat ein?
Wie kann ich über Adobe Acrobat scannen?
Wie kann ich mit einem Kyocera Scanner und Adobe Acrobat scannen?",Über IrfanView kannst Du Einstellungen für Kyocera-Scanner tätigen. Hier findest Du eine Anleitung zum Thema: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/KyoceraAcrobatEinstellungen.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/KyoceraAcrobatEinstellungen.pdf,,
174,FALSE,TRUE,Drucker/Scanner,Setup_Samsung_Scanner,,Wie kann ich einen Samsung Scanner einrichten?,"Wie richte ich einen Samsung Scanner ein? 
Wie kann ich über einen Samsung Scanner scannen? 
Wie scanne ich mit einem Samsung Scanner?",Für Details zur Einrichtung eines Samsung Scanners gibts es hier eine Anleitung:  https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/SamsungScanner_Einrichtung.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/SamsungScanner_Einrichtung.pdf,,
175,FALSE,TRUE,Drucker/Scanner,Setup_Canon_Safe_Print,,Wie kann ich mit einem Canon Kopierer drucken?,"Wie kann ich mit Canon drucken?
Wie schließe ich die Einrichtung von einem Canon Drucker ab?
Wie richte ich einen geschützten Druck ein?","Damit ein Canon Kopierer im Modus ""Geschützer Druck"" als Drucker nutzbar ist musst Du noch Einrichtungen durchführern. Diese findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Canonkopierer_geschuetzterDruck.pdf",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Canonkopierer_geschuetzterDruck.pdf,,
176,FALSE,TRUE,Drucker/Scanner,Canon_Scan_USB,,Wie speicher ich einen Scan auf einen USB-Stick?,"Wie speichere ich vom Drucker Daten auf einen USB-Stick?
Wie richte ich einen USB bei einem Drucker ein?
Wie verwende ich einen USB-Stick bei einem Canon Kopierer?
Wie speichere ich ein gescanntes Dokument auf einem USB-Stick?
Kann ich einen Scan auf einem USB-Stick speichern?
Kann ich direkt vom Scanner auf einen USB-Stick speichern?","Um auf einen USB-Stick zu scannen musst Du zunächst Deine HdM Card in den Kartenleser stecken. Danach steckst Du deinen USB-Stick in den USB-Port am Canon Kopierer. Wenn der Canon Kopierer Deinen USB-Stick erkannt hat, wird ein grünes Eject-Symbol angezeigt. Weitere Details um ein Dokument zu scannen und auf dem USB-Stick zu speichern findest Du auf diesen zwei Seiten: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Canonkopierer_ScanUSB.pdf , https://www.hdm-stuttgart.de/intranet/iformulare/formular20160908163920/Anleitung_Scann_USB.pdf ","https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Canonkopierer_ScanUSB.pdf

https://www.hdm-stuttgart.de/intranet/iformulare/formular20160908163920/Anleitung_Scann_USB.pdf",,
177,FALSE,TRUE,Drucker/Scanner,Scan_Mailversand,,Wie kann ich eine Datei scannen und per Mail versenden?,"Wie verschicke ich einen Scan per Mail?
Kann ich einen Scan per Mail versenden?",Hier findest Du eine Anleitung um einen Scan als Mail zu versenden: https://www.hdm-stuttgart.de/intranet/iformulare/formular20160908163821/Anleitung_Mail.pdf,https://www.hdm-stuttgart.de/intranet/iformulare/formular20160908163821/Anleitung_Mail.pdf,,
178,FALSE,TRUE,Drucker/Scanner,Drucker_Treiber,,Welchen Druckertreiber brauche ich zum Drucken?,"Wo finde ich die Druckertreiber für die HdM?
Welchen Drucker-Treiber brauch ich für den Großkopierer?",Die nötigen Treiber findest Du im Hochschulnetz unter \n \n \\fs1.hdm-stuttgart.de\rz-service\Druckertreiber\Canon\Canon_iR_ADV_5255-5235,https://www.hdm-stuttgart.de/intranet/services/infrastruktur/kopierer/02,https://www.hdm-stuttgart.de/intranet/services/infrastruktur/kopierer/02,
179,FALSE,TRUE,HdM OX,Setup_Mail_Signature,,Wie richte ich eine E-Mail Signatur ein?,"Wie kann ich eine Signatur beim E-Mails einrichten?
Kann ich eine Signatur bei HdM OX einrichten?
Welche Möglichkeiten habe ich bei HdM OX um eine Signatur zu machen?",Für Details zur Einrichtung einer Signatur bei HdM OX findest Du hier eine Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_Signatur.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_Signatur.pdf,,
180,FALSE,TRUE,HdM OX,Setup_Mail_Spam_Filter,,Wie richte ich eine SPAM-Filter ein?,"Wie kann ich mich vor Spam schützen?
Wie filtere ich E-Mails automatisiert?
Wie sortiere ich Spam-Mails aus?
Wie richte ich einen Spam Filter bei der HdM-Mail ein?","Die HdM prüft Mails automatisch darauf, ob es sich um Spam handelt. Die als Spam erkannte Mail werden in der Betreff-Zeile zusätzlich mit dem Eintrag ***SPAM*** markiert. Diese Mails kannst Du dann mittels eines Filters in einen anderen Ordner umleiten. Eine Anleitung findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_SPAM-Filter.pdf",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_SPAM-Filter.pdf,,
